Klient;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03;Suma_Miesiecy;Wrocil;Typ_Ceny;Staly_Klient;Pierwsza płatność;Ostatnia płatność;Kohorta;Grupa Kohort;Czas dostępu;Zmiana planu;Status_Sub;LTV_Total
438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-01-22;2025-03-22;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-25;2025-01-25;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;1799,0
440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;5;1;Promocyjna;Nie;2025-01-26;2025-06-07;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;835,8
441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-01-26;2025-03-26;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;14;1;Promocyjna;Tak;2025-01-27;2025-04-06;01.2025;3. Wzrost;Miesiąc;Upgrade;Aktywny;1707,45
443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;14;1;Promocyjna;Tak;2025-01-29;2026-02-14;01.2025;3. Wzrost;Rok;Stabilne;Aktywny;2558,4
444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-01-30;2025-02-28;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-01-30;2025-03-30;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-01-30;2025-01-30;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Promocyjna;Nie;2025-01-31;2025-02-28;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;318,4
448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;12;0;Promocyjna;Nie;2025-02-01;2025-02-01;02.2025;3. Wzrost;Rok;Stabilne;Wygasły;1279,2
449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-02-01;2025-03-01;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Promocyjna;Nie;2025-02-02;2025-02-02;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;159,2
451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;12;0;Promocyjna;Nie;2025-02-03;2025-02-03;02.2025;3. Wzrost;Rok;Stabilne;Wygasły;1439,2
452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-02-03;2025-02-03;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-02-03;2025-02-03;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-02-04;2025-02-04;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-02-04;2025-03-04;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;12;0;Standardowa;Nie;2025-02-06;2025-02-06;02.2025;3. Wzrost;Rok;Stabilne;Wygasły;1799,0
457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-02-10;2025-02-10;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;10;0;Standardowa;Nie;2025-02-11;2025-11-11;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1990,0
459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;6;0;Standardowa;Nie;2025-02-14;2025-07-14;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1194,0
460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-02-18;2025-03-18;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;0;Standardowa;Tak;2025-02-19;2026-03-19;02.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2786,0
462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Promocyjna;Nie;2025-02-22;2025-02-22;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;159,2
463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;6;0;Standardowa;Nie;2025-02-23;2025-07-23;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1194,0
464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-02-23;2025-02-23;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;7;0;Standardowa;Nie;2025-02-24;2025-08-24;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1393,0
466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-02-24;2025-03-24;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-02-24;2025-02-24;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-02-27;2025-02-27;02.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-03-01;2025-04-02;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-02;2025-03-02;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1799,0
471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;6;1;Standardowa;Nie;2025-03-02;2026-03-01;03.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1194,0
472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-03-04;2025-03-04;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-03-05;2025-05-05;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2025-03-05;2025-07-12;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;8;0;Standardowa;Nie;2025-03-06;2025-10-12;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1592,0
476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2025-03-09;2025-07-09;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-03-10;2025-03-10;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;11;0;Standardowa;Nie;2025-03-10;2026-01-10;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1859,0
479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;8;0;Standardowa;Nie;2025-03-11;2025-10-11;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1352,0
480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0;Promocyjna;Nie;2025-03-12;2025-05-12;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;481,65000000000003
481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Promocyjna;Nie;2025-03-12;2025-03-12;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;959,2
482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Promocyjna;Nie;2025-03-12;2025-03-12;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1139,05
483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;13;0;Promocyjna;Tak;2025-03-12;2026-03-09;03.2025;3. Wzrost;Rok;Stabilne;Aktywny;2338,05
484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-03-12;2025-03-12;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;169,0
485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;5;0;Promocyjna;Nie;2025-03-12;2025-07-12;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;802,75
486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Promocyjna;Nie;2025-03-12;2025-03-12;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1139,05
487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Promocyjna;Nie;2025-03-12;2025-03-12;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;959,2
488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;4;0;Promocyjna;Nie;2025-03-13;2025-06-13;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;540,8
489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-14;2025-03-14;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1199,0
490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;6;0;Promocyjna;Nie;2025-03-14;2025-08-14;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;912,5999999999999
491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-15;2025-03-15;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1199,0
492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-15;2025-03-15;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1799,0
493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-15;2025-03-15;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1199,0
494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;9;0;Standardowa;Nie;2025-03-16;2025-11-16;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1521,0
495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-16;2025-03-16;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1199,0
496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-03-16;2025-05-16;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;507,0
497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;13;0;Standardowa;Tak;2025-03-17;2026-03-17;03.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2197,0
498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2025-03-17;2025-07-17;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;845,0
499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-17;2025-03-17;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1199,0
500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-17;2025-03-17;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1199,0
501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Promocyjna;Nie;2025-03-17;2025-03-17;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;135,2
502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;13;0;Standardowa;Tak;2025-03-17;2025-06-08;03.2025;3. Wzrost;Rok;Stabilne;Aktywny;2298,0
503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;13;0;Standardowa;Tak;2025-03-18;2026-03-18;03.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2197,0
504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-03-18;2025-05-19;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;507,0
505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-03-19;2025-05-19;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;13;0;Standardowa;Tak;2025-03-20;2026-03-20;03.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2587,0
507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-03-22;2025-04-22;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;9;0;Standardowa;Nie;2025-03-23;2025-11-23;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1791,0
509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-25;2025-03-25;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1490,0
510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-26;2025-03-26;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1490,0
511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;0;0;9;1;Standardowa;Nie;2025-03-27;2025-12-27;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1990,0
512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-03-31;2025-03-31;03.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;12;0;Standardowa;Nie;2025-03-31;2025-03-31;03.2025;3. Wzrost;Rok;Stabilne;Wygasły;1341,0
514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1;1;11;1;Standardowa;Nie;2025-03-31;2026-03-19;03.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2189,0
515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-04-01;2025-04-01;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;12;0;Standardowa;Nie;2025-04-02;2025-04-02;04.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-04-03;2025-04-03;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2025-04-04;2025-08-09;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;12;0;Standardowa;Nie;2025-04-07;2025-04-07;04.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-04-07;2025-05-07;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;5;0;Promocyjna;Nie;2025-04-07;2025-08-07;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;12;0;Standardowa;Nie;2025-04-08;2025-04-08;04.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;3;0;Promocyjna;Nie;2025-04-08;2025-06-08;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;477,59999999999997
524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Promocyjna;Nie;2025-04-10;2025-04-10;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;159,2
525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2025-04-10;2025-07-10;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;4;0;Promocyjna;Nie;2025-04-11;2025-07-11;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;636,8
527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;12;0;Standardowa;Nie;2025-04-11;2026-03-11;04.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2388,0
528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-04-11;2025-04-11;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;12;0;Standardowa;Nie;2025-04-17;2025-04-17;04.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;12;0;Standardowa;Nie;2025-04-25;2026-03-25;04.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2388,0
531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;9;0;Standardowa;Nie;2025-04-27;2025-12-27;04.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1791,0
532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;12;0;Standardowa;Nie;2025-04-28;2025-04-28;04.2025;3. Wzrost;Rok;Stabilne;Aktywny;1192,0
533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;12;0;Standardowa;Nie;2025-04-29;2025-04-29;04.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;4;1;Standardowa;Nie;2025-04-29;2026-03-03;04.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;846,0
535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;10;0;Standardowa;Nie;2025-05-02;2026-02-02;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1990,0
536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-03;2025-05-03;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-05-04;2025-07-04;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-05-05;2025-06-05;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Promocyjna;Nie;2025-05-06;2026-03-06;05.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1751,1999999999998
540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-07;2025-05-07;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-07;2025-05-07;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-07;2025-05-07;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-07;2025-05-07;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;11;0;Standardowa;Nie;2025-05-09;2025-05-09;05.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-09;2025-05-09;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-10;2025-05-10;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-05-11;2025-05-11;05.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
