Klient;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03;Suma_Miesiecy;Wrocil;Typ_Ceny;Staly_Klient;Pierwsza płatność;Ostatnia płatność;Kohorta;Grupa Kohort;Czas dostępu;Zmiana planu;Status_Sub;LTV_Total
327;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;7;0;Standardowa;Nie;2024-10-07;2025-04-07;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;1393,0
328;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;14;0;Standardowa;Tak;2024-10-08;2025-11-08;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;2786,0
329;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-10-09;2024-10-09;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
330;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-10-09;2025-01-09;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
331;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;Standardowa;Nie;2024-10-12;2025-03-12;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;1194,0
332;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-10-16;2024-12-28;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
333;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;Promocyjna;Nie;2024-10-17;2024-12-20;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;477,59999999999997
334;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-10-20;2025-01-20;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
335;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-10-22;2024-10-22;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
336;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;10;0;Standardowa;Nie;2024-10-24;2025-07-24;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;1990,0
337;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;6;1;Promocyjna;Nie;2024-10-24;2026-03-19;10.2024;3. Wzrost;Miesiąc;Stabilne;Aktywny;1254,2
338;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18;0;Standardowa;Tak;2024-10-28;2026-03-28;10.2024;3. Wzrost;Miesiąc;Stabilne;Aktywny;3582,0
339;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-10-28;2025-01-28;10.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
340;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18;0;Standardowa;Tak;2024-10-28;2025-10-28;10.2024;3. Wzrost;Rok;Stabilne;Aktywny;3598,0
341;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;12;0;Promocyjna;Nie;2024-10-30;2024-10-30;10.2024;3. Wzrost;Rok;Stabilne;Wygasły;1759,12
342;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;Standardowa;Nie;2024-11-01;2025-02-23;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
343;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;17;0;Standardowa;Tak;2024-11-02;2026-03-02;11.2024;3. Wzrost;Miesiąc;Stabilne;Aktywny;3383,0
344;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;5;1;Standardowa;Nie;2024-11-03;2025-04-11;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;875,0
345;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;11;0;Standardowa;Nie;2024-11-04;2025-09-04;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;2189,0
346;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Promocyjna;Nie;2024-11-05;2024-11-05;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;159,2
347;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;12;1;Standardowa;Nie;2024-11-08;2026-03-01;11.2024;3. Wzrost;Miesiąc;Stabilne;Aktywny;2688,0
348;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-11-09;2024-11-09;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
349;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-11-09;2024-11-09;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
350;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;9;0;Standardowa;Nie;2024-11-09;2025-07-09;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;1791,0
351;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;17;0;Standardowa;Tak;2024-11-11;2026-03-11;11.2024;3. Wzrost;Miesiąc;Stabilne;Aktywny;3383,0
352;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;8;0;Promocyjna;Nie;2024-11-12;2025-06-21;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;1400,96
353;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-11-12;2024-11-12;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
354;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-11-12;2024-11-12;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
355;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;4;1;Standardowa;Nie;2024-11-14;2025-05-31;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;706,0
356;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;12;0;Promocyjna;Nie;2024-11-14;2024-11-14;11.2024;3. Wzrost;Rok;Stabilne;Wygasły;1599,2
357;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-11-14;2025-01-14;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
358;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2024-11-17;2025-01-17;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
359;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;17;0;Standardowa;Tak;2024-11-18;2026-03-18;11.2024;3. Wzrost;Miesiąc;Stabilne;Aktywny;3383,0
360;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-11-19;2025-02-19;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
361;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2024-11-21;2024-12-21;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
362;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-11-24;2024-11-24;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
363;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2024-11-25;2025-03-25;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;895,0
364;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-11-25;2024-11-25;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;179,0
365;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;17;0;Standardowa;Tak;2024-11-25;2025-11-12;11.2024;3. Wzrost;Rok;Stabilne;Aktywny;1998,0
366;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-11-26;2024-11-26;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;179,0
367;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;12;0;Standardowa;Nie;2024-11-26;2024-11-26;11.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
368;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;12;0;Standardowa;Nie;2024-11-27;2024-11-27;11.2024;3. Wzrost;Rok;Stabilne;Wygasły;820,0
369;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;12;0;Standardowa;Nie;2024-11-28;2024-11-28;11.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
370;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-11-28;2024-11-28;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;179,0
371;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;17;0;Standardowa;Tak;2024-11-29;2025-11-28;11.2024;3. Wzrost;Rok;Stabilne;Aktywny;1998,0
372;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;14;1;Promocyjna;Tak;2024-11-30;2026-02-28;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;2731,7799999999997
373;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;12;0;Standardowa;Nie;2024-11-30;2024-11-30;11.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
374;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2024-11-30;2025-03-30;11.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;895,0
375;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-01;2024-12-01;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
376;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-01;2024-12-01;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
377;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-12-01;2025-03-01;12.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;716,0
378;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-01;2024-12-01;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
379;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-12-01;2024-12-01;12.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;179,0
380;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;0;Standardowa;Tak;2024-12-01;2025-11-30;12.2024;3. Wzrost;Rok;Stabilne;Aktywny;1998,0
381;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-01;2024-12-01;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
382;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-01;2024-12-01;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
383;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-01;2024-12-01;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
384;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-02;2024-12-02;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
385;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-02;2024-12-02;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
386;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2024-12-02;2025-03-02;12.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;716,0
387;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-02;2024-12-02;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
388;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6;0;Promocyjna;Nie;2024-12-02;2025-05-02;12.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;859,1999999999999
389;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;9;0;Standardowa;Nie;2024-12-02;2025-08-10;12.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;1611,0
390;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-02;2024-12-02;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
391;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;0;Standardowa;Tak;2024-12-02;2025-12-02;12.2024;3. Wzrost;Rok;Stabilne;Aktywny;1998,0
392;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-12-02;2024-12-02;12.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;179,0
393;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-02;2024-12-02;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
394;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-02;2024-12-02;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
395;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-02;2024-12-02;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
396;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;Standardowa;Nie;2024-12-02;2025-08-09;12.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;378,0
397;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-02;2024-12-02;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
398;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-02;2024-12-02;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;999,0
399;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-12-04;2024-12-04;12.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
400;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;12;0;Standardowa;Nie;2024-12-11;2024-12-11;12.2024;3. Wzrost;Rok;Stabilne;Wygasły;597,0
401;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;0;Standardowa;Tak;2024-12-11;2026-03-11;12.2024;3. Wzrost;Miesiąc;Stabilne;Aktywny;3184,0
402;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-12-17;2024-12-17;12.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
403;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2024-12-23;2024-12-23;12.2024;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-01-01;2025-01-01;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;11;0;Standardowa;Nie;2025-01-06;2025-11-06;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1859,0
406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;10;0;Standardowa;Nie;2025-01-06;2025-10-06;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1690,0
407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-06;2025-01-06;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-06;2025-01-06;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-01-07;2025-01-07;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;169,0
410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-07;2025-01-07;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-08;2025-01-08;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2025-01-08;2025-05-08;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;845,0
413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5;0;Standardowa;Nie;2025-01-08;2025-05-09;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;845,0
414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-09;2025-01-09;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-01-09;2025-03-09;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;507,0
416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-09;2025-01-09;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-09;2025-01-09;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-10;2025-01-10;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-01-11;2025-02-11;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;338,0
420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-11;2025-01-11;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2025-01-11;2025-04-11;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;676,0
422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-11;2025-01-11;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-11;2025-01-11;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;0;Standardowa;Tak;2025-01-12;2026-01-09;01.2025;3. Wzrost;Rok;Stabilne;Aktywny;1998,0
425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-12;2025-01-12;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-12;2025-01-12;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0;Standardowa;Nie;2025-01-13;2025-04-13;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;676,0
428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-13;2025-01-13;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-01-13;2025-01-13;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;169,0
430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-13;2025-01-13;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-01-13;2025-01-13;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;169,0
432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;0;Standardowa;Tak;2025-01-13;2026-03-13;01.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2535,0
433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-13;2025-01-13;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;12;0;Standardowa;Nie;2025-01-13;2025-01-13;01.2025;3. Wzrost;Rok;Stabilne;Wygasły;999,0
435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;0;Standardowa;Tak;2025-01-13;2026-03-13;01.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;2535,0
436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-01-15;2025-01-15;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;1;Standardowa;Nie;2025-01-17;2025-06-07;01.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
